ID,SC,Level,Synopsis,Understanding,Links,Summary,Environment,Issue,Testing,Screengrab,ProductNote,Labels,Impact,Status,Assignment,Implementation,Notes,JIRA,Estimate
A11YLANDING013,1.3.1: Info and Relationships,A,"Semantic markup is used appropriately. Logical structure, etc. ", https://www.w3.org/WAI/WCAG22/Understanding/info-and-relationships ,"https://app.brazenconnect.com/a/acme-accessibility/e/LrNMpp 

https://app.brazenconnect.com/events/LrNMp?isPreview=true ","""How It Works"" Needs to Be Restructured To Use H1","Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS","Legacy Landing Page. ""How it works"" needs to be restructured to make more sense. The markup choices we make (or don’t make) can have a critical impact on the understanding of the content by disabled/assistive technology users. 

This section in question should be a list, with proper heading use. I'm seeing across the application that headings appear to be selected for their size and not their semantic relevance and relationship with other headings on the page. Getting HTML right, especially headings, is critical for certain user groups in being able to understand the page and even navigate (screen reader users can navigate by heading), 

Regarding the specific section, we have:

{code}<div ... >

    <h1>1</h1>

    <h2>Register</h2>

    <p>Create an account....</p>

</div>{code}

Ideally, we should be shooting for something like this. Here, we use an ordered list, conveying steps in a process, along with a single heading, in this case an h3, and its content:

{code}<ol>

    <li>

        <h3><span class=""step"">1</span> Register</h3>

        <p>Create an account...</p>

    </li>

     ...

</ol>{code}",Verify that the markup is adjusted accordingly.,https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YLANDING013.png,*Training:* Would like to have 1:1 with Team to discuss this issue further as the problem is too numerous to keep citing in this audit (though it may pop up again from time to time).  ,"""HE_Landing_Page"", ""HE_Legacy_Landing"", ""S4_Low"", ""Effort_Easy""",Serious,Fail,Product Support,Failed in Preview,,,0
A11YLANDING014,2.1.1: Keyboard,A,Accessible by keyboard only,https://www.w3.org/WAI/WCAG22/Understanding/keyboard,"https://app.brazenconnect.com/a/acme-accessibility/e/LrNMpp 

https://app.brazenconnect.com/events/LrNMp?isPreview=true ",Remove Aria-hidden From Content,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS","Legacy Registration Page. There is an element on the page that is hidden with _aria-hidden_, that should likely not be. Please remove _aria-hidden=""true""_. See screengrab.",Verify that _aria-hidden_ is removed from the element in question.,https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YLANDING014.png,,"""HE_Landing_Page"", ""HE_Legacy_Landing"", ""HE_Forms"", ""S4_Low"", ""Effort_Easy""",Serious,Fail,Product Support,Failed in Preview,,,0
A11YLANDING016,1.1.1: Non-text Content,A,Provide text alternatives for non-text content,https://www.w3.org/WAI/WCAG22/Understanding/non-text-content,"https://app.brazenconnect.com/a/acme-accessibility/e/LrNMpp 

https://app.brazenconnect.com/events/LrNMp?isPreview=true ",Image Missing Alt Attribute,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS","Custom Landing Page. The primary logo requires a ""null alt"" which is missing. If an image is decoration, it must have a ""null alt"". A ""null alt"" is an alt attribute without any value. They are important to include on all images, but decorative images most of all, so that screen reader users can ignore them. When no alt attribute is preset, a screen reader may read out the entirety of the image path, which makes the experience more cumbersome and overwhelming to the end user, creating a negative experience.","Verify that decorative images include a ""null alt.""",https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YLANDING016.png,,"""HE_Landing_Page"", ""HE_Custom_Landing"", ""S4_Low"", ""Effort_Easy""",Critical,Fail,Product Support,Failed in Preview,,,0
A11YLANDING017,1.4.10: Reflow,AA,Ensure content can be enlarged without requiring horizontal scrolling,https://www.w3.org/WAI/WCAG22/Understanding/reflow.html,"https://app.brazenconnect.com/a/acme-accessibility/e/LrNMpp 

https://app.brazenconnect.com/events/LrNMp?isPreview=true ","Elements Being Cut Off, Horizontal Scrolling Present When Zooming In","Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS","Custom Landing Page Failing reflow. Multimedia assets, such as video and images are being cut off or require horizontal scrolling. When a page is scaled to larger proportions, it must still be accessible and operable to user. Many of these kinds of issues can be solved by using relative units like em or rem. Please speak to Spell if more guidance is required, as this is common issue amongst developers. ","To duplicate the conditions of this test, you will need to zoom your browser window by up to 400% and resize the screen precisely to these dimensions: 1280x1024. To resize more easily, you can use the Reflow (1280x1024) bookmarklet, which may be found here: https://radancy.dev/bookmarklet/.","https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YLANDING017-1.png

https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YLANDING017-2.png ",,"""HE_Landing_Page"", ""HE_Custom_Landing"", ""S4_Low"", ""Effort_Difficult"", ""Specialist_Support""",Critical,Fail,Product Support,Failed in Preview,,,0
A11YLANDING018,2.4.6: Headings and Labels,AA,Use clear headings and labels,https://www.w3.org/WAI/WCAG22/Understanding/headings-and-labels,"https://app.brazenconnect.com/a/acme-accessibility/e/LrNMpp 

https://app.brazenconnect.com/events/LrNMp?isPreview=true ",Skipped Heading Found on Page,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS",Custom Landing Page. Skipped heading(s) discovered on the page. See screengrab.,Verify that headings are not skipped.,https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YLANDING018.png,,"""HE_Global_Issue"", ""HE_Landing_Page"", ""HE_Custom_Landing"", ""S4_Low"", ""Effort_Easy""",Moderate,Fail,Product Support,Failed in Preview,,,0
A11YLANDING019,1.3.1: Info and Relationships,A,"Semantic markup is used appropriately. Logical structure, etc. ", https://www.w3.org/WAI/WCAG22/Understanding/info-and-relationships ,"https://app.brazenconnect.com/a/acme-accessibility/e/LrNMpp 

https://app.brazenconnect.com/events/LrNMp?isPreview=true ","Time Module, Structural Improvements Needed","Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS",Custom Landing Page. Time Module improvements needed. See screengrab.,TBD,https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YLANDING019.png,,"""HE_Landing_Page"", ""HE_Custom_Landing"", ""S4_Low"", ""Effort_Easy""",Moderate,Fail,Product Support,Failed in Preview,,,0
A11YLANDING021,2.1.1: Keyboard,A,Accessible by keyboard only,https://www.w3.org/WAI/WCAG22/Understanding/keyboard,"https://app.brazenconnect.com/a/acme-accessibility/e/LrNMpp 

https://app.brazenconnect.com/events/LrNMp?isPreview=true ","Focusable Element Contains Parent with Aria-hidden=""true""","Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS","There is an element on the registration thank you page (I arrived here through form on landing page) that contains a focusable element which contains a parent element with _aria-hidden=""true""_. A focusable element should never be set, nor have a parent element of _aria-hidden=""true""_ because a user who can access it via keyboard (who may also be blind), will not hear the accessible name of the element and so will not know how to use it. Please evaluate this component further and remove _aria-hidden_ or set to ""false"". ",Verify that _aria-hidden_ is removed or set to false.,https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YLANDING021.png,,"""HE_Landing_Page"", ""HE_Forms"", ""S4_Low"", ""Effort_Easy""",Critical,Fail,Product Support,Failed in Preview,,,0
A11YLOBBY001,1.4.10: Reflow,AA,Ensure content can be enlarged without requiring horizontal scrolling,https://www.w3.org/WAI/WCAG22/Understanding/reflow.html,https://app.brazenconnect.com/app/events/LrNMp#!lobby;eventCode=LrNMp,Side Navigation Opens When User Zooms In,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS","On the lobby page, a similar issue is present when the page is tested at 400% zoom as is present on other pages across the site. When I zoom in to 400% and resize my browser window to 1280x1024 (the conditions required for the test), the navigation opens and appears to overlap all page content. Please ensure that this behavior does not occur under these conditions (see Testing). This issue has been reported by clients as well, in their own testing.If this a repeated issue, you may close this ticket. Users with low vision may often increase their viewport size to see better, so we need to accomodate this need in our application. ","To duplicate the conditions of this test, you will need to zoom your browser window by up to 400% and resize the screen precisely to these dimensions: 1280x1024. To resize more easily, you can use the Reflow (1280x1024) bookmarklet, which may be found here: https://radancy.dev/bookmarklet/.",https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YLOBBY001.png,,"""HE_Lobby"", ""S4_Low"", ""Effort_Medium"", ""Specialist_Support""",Critical,Fail,Product Support,Failed in Preview,,,0
A11YLOBBY002,1.4.10: Reflow,AA,Ensure content can be enlarged without requiring horizontal scrolling,https://www.w3.org/WAI/WCAG22/Understanding/reflow.html,https://app.brazenconnect.com/app/events/LrNMp#!lobby;eventCode=LrNMp,Fixed Heading Makes Using Application Difficult When Zoomed In,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS","On the lobby page, the fixed header is very obtrusive, making the interface harder to use when zoomed in at 400% (1280x1024). Consider using media queries to place this header in a fixed position only under certain conditions, including max-height of the viewport window. Alternatively, having the header present *only* when users scroll back up is another great idea for improved usability on mobile and zoomed-in scenarios.","To duplicate the conditions of this test, you will need to zoom your browser window by up to 400% and resize the screen precisely to these dimensions: 1280x1024. To resize more easily, you can use the Reflow (1280x1024) bookmarklet, which may be found here: https://radancy.dev/bookmarklet/.",https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YLOBBY002.png,,"""HE_Lobby"", ""S4_Low"", ""Effort_Medium"", ""Specialist_Support""",Serious,Fail,Product Support,Failed in Preview,,,0
A11YLOBBY003,1.4.10: Reflow,AA,Ensure content can be enlarged without requiring horizontal scrolling,https://www.w3.org/WAI/WCAG22/Understanding/reflow.html,https://app.brazenconnect.com/app/events/LrNMp#!lobby;eventCode=LrNMp,Content Being Truncated When Zoomed In,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS","On the lobby page, in the ""presenter"" section, the primary heading is being truncated when zoomed in on and on mobile. To address this issue, it is always best to allow content to wrap. Do not cut it off like this as it will limit understanding for disabled and non-disabled people alike. ","To duplicate the conditions of this test, you will need to zoom your browser window by up to 400% and resize the screen precisely to these dimensions: 1280x1024. To resize more easily, you can use the Reflow (1280x1024) bookmarklet, which may be found here: https://radancy.dev/bookmarklet/.","https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YLOBBY003,png",,"""HE_Lobby"", ""S4_Low"", ""Effort_Medium"", ""Specialist_Support""",Critical,Fail,Product Support,Failed in Preview,,,0
A11YLOBBY004,1.3.1: Info and Relationships,A,"Semantic markup is used appropriately. Logical structure, etc. ", https://www.w3.org/WAI/WCAG22/Understanding/info-and-relationships ,https://app.brazenconnect.com/app/events/LrNMp#!lobby;eventCode=LrNMp,"Structural Concern, Inner Navigation, Landmark Related","Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS","The following is representative of a much larger issue across the application so it may take time to address this one globally, but it has been discovered that many components on the site do not make good use of (if they make any use of at all) implementing landmarks where needed or they are used incorrectly. Landmarks help assistive technology users understand the layout of the page at hand. Instead of creating ""div soup"" we can improve understanding and navigation through landmarks that have specific roles associated with them, and even specifically added. I do not expect this one to be addressed right now, but something that we should revisit soon. I really need to take deeper dive into the overall structure of the application to see where landmarks might be best suited, but this is considerable work and will therefore take time. As an example, on the Lobby (and other pages), we have our secondary navigation. 

*Before*

{code}<div class=""tab-link-area"">

    <ul class=""nav nav-tabs"">

        <li class=""active""><a href=""javascript:;"" data-toggle=""tab"">All</a></li>
        <li><a href=""javascript:;"" data-toggle=""tab""><i class=""material-icons"" aria-hidden=""true"">chat</i>Text Chat</a></li>

        ...

    </ul>

</div>{code}

*After*

{code}<nav aria-label=""secondary"" class=""tab-link-area"">

    <ul class=""nav nav-tabs"">

        <li class=""active""><a href=""javascript:;"" data-toggle=""tab"">All</a></li>
        <li><a href=""javascript:;"" data-toggle=""tab""><i class=""material-icons"" aria-hidden=""true"">chat</i>Text Chat</a></li>

        ...

    </ul>

</nav>{code}

Related to A11YGLOBAL003","No action needed right now. Eventually assign this back to Michael Spellacy (Spell). I can see this being a mini-project in 2025, should we choose to proceed.",https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YLOBBY004.png,,"""HE_Lobby"", ""S4_Low"", ""Effort_Medium"", ""Issue_Landmark""",Moderate,Fail,Product Support,Failed in Preview,,,0
A11YLOBBY005,2.4.6: Headings and Labels,AA,Use clear headings and labels,https://www.w3.org/WAI/WCAG22/Understanding/headings-and-labels,https://app.brazenconnect.com/app/events/LrNMp#!lobby;eventCode=LrNMp,"Adjust ""Welcome Back"" Heading and Remove Aria-label","Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS","Legacy Landing Page. ""How it works"" needs to be restructured to make more sense. The markup choices we make (or don’t make) can have a critical impact on the understanding of the content by disabled users. 

This section in question should be a list, with proper heading use. I'm seeing across the application that headings appear to be selected for their size and not their semantic relevance and relationship with other headings on the page. Getting HTML right, especially headings, is critical for certain user groups in being able to understand the page and even navigate (screen reader users can navigate by heading), 

Regarding the specific section, we have:

{code}<div ... >

    <h1>1</h1>

    <h2>Register</h2>

    <p>Create an account....</p>

</div>{code}

Ideally, we should be shooting for something like this. Here, we use an ordered list, conveying steps in a process, along with a single heading, in this case an h3, and its content:

{code}<ol>

    <li>

        <h3><span class=""step"">1</span> Register</h3>

        <p>Create an account...</p>

    </li>

...

</ol>{code}","Verify that heading is rightly adjusted, and _aria-label_ is removed.",https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YLOBBY005.png,,"""HE_Lobby"", ""S4_Low"", ""Effort_Easy""",Moderate,Fail,Product Support,Failed in Preview,,,0
A11YLOBBY006,2.1.1: Keyboard,A,Accessible by keyboard only,https://www.w3.org/WAI/WCAG22/Understanding/keyboard,https://app.brazenconnect.com/app/events/LrNMp#!lobby;eventCode=LrNMp,Lobby Cards Require More Work to Be In Conformance,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS","This Lobby Cards have several issues including improper roles, poor keyboard support, questionable markup, and ARIA, to name a few. The following is a *first pass* at improving this component. I would like to revisit this after improvements ship to see if we can make further update to this UI. This might be a complicated one, so please reach out if there are any questions. 

h2.Card Wrapper

On _.booth-card_ wrapper, please do the following: 

*Before* 

{code}<div class=""booth-card"" role=""application"" tabindex=""0"" aria-describedby=""gwt-uid-370"" aria-label=""Accessibility with Spell: Booth 1. Press space bar to enter this booth."">{code}

*After* 

{code}<div class=""booth-card""> ... </div>{code}

*TODO*

1. Remove _role=""application""_.

2. Remove _tabindex=""0""_.

3. Remove _aria-describedby=""...""_.

4. Remove _aria-label=""...""_

These attributes do more harm than good here, so they all must go. We will be applying similar attributes elsewhere in card, where it is _actually_ needed.

h2.Images

On the non-custom, default _img_ element:

*Before*

{code}<img class="""" alt=""Booth Logo"" role=""presentation"" src=""..."" />{code}

*After*

{code}<img class="""" alt="""" src=""..."" />{code}

*TODO* 

1. Remove the alternative text value. As the image is decorative, it should always be a null alt. 

2. Remove _role=""presentation""_. As the alt text value is null, this will effectively hide the element from assistive technology. 

On the section with the custom image, I must ask: Why are we setting this as a background image? Why not utilize the _img_ element that is already present here instead of hiding it with _display: none_? If we can't utilize that image, then do the following: 

*Before*

{code}<div class=""inner"" aria-label=""Booth Image"" style=""background-image: url('https://res.cloudinary.com/brazen/image/upload/q_auto,f_auto,c_lfill,w_500,h_300,b_rgb:fff/v1719426400/tqlgxiefavtn5ouo0r8n.jpg');"">

    <img class="""" alt="""" role=""presentation"" aria-hidden=""true"" style=""display: none;"" />

    ...

</div>{code}

*After* 

{code}<div class=""inner"" style=""background-image: url('https://res.cloudinary.com/brazen/image/upload/q_auto,f_auto,c_lfill,w_500,h_300,b_rgb:fff/v1719426400/tqlgxiefavtn5ouo0r8n.jpg');"">

    <img class="""" alt="""" />

    ...

</div>{code}

*TODO*

1. Remove _aria-label_ from _.inner_ element. Question for [~anhill]: Do we provide a means for admin to add alternative text values to these images? If we do, then we may need to add _aria-label="" ...user entered value ... ""_ and _role=""img""_.

2. Remove _role=""presentation""_ and _""aria-hidden=""true""_, as they are not needed. The _presentation_ role is also not allowed on the _img_ element.

h2.Heading

On the _h4_ with a class of _.booth-title_, please do the following:

*Before*

{code}<h4 class=""booth-title"">...</h4>{code}

*After*

{code}<h2 class=""booth-title"">...</h2>{code}

*TODO*

Change _h4_ to _h2_. Adjust CSS as needed to retain same visual heading style. 

h2.Card Content

On the element with a class of _.booth-teaser_, we need to be able to scroll the content via keyboard, which currently does not work, if content exceeds set height. 

*Before* 

{code}<div class=""booth-teaser"" tabindex=""-1""> ... </div>{code}

*After* 

{code}<div class=""booth-teaser"" aria-label=""Booth Description"" role=""group"" tabindex=""0""> ... </div>{code}

*TODO*

1. Change _tabindex=""-1""_ to _tabindex=""0""_.

2. Add _aria-label=""Booth Description_. Please note that this label is suggestive. I would be open to seeing these be a little more contextual in nature.

3. Add _role=""group"".

h2.Booth Details

The additional details that load below the description also require numerous fixes to read back better to assistive technology. 

*Before*

{code}<p aria-hidden=""true"" style=""display: none;"">Job Info</p>

    <div class=""job-desc-wrapper lobby-booth-job"" aria-hidden=""true"" style=""display: none;"">
        <span class=""job-desc"" tabindex=""0""><i class=""material-icons"" aria-hidden=""false"" aria-label=""location"">location_on</i> <span></span></span>
        <span class=""job-desc"" tabindex=""0""><i class=""material-icons"" aria-hidden=""false"" aria-label=""job type"">access_time</i> <span></span></span>
        <span class=""job-desc"" tabindex=""0""><i class=""material-icons"" aria-hidden=""false"" aria-label=""company"">business</i> <span></span></span>
        <a href=""javascript:;"" class=""job-desc"" tabindex=""0""><i class=""material-icons"" aria-hidden=""true"">open_in_new</i>View Full Size</a>

</div>{code}

*After*

{code}<h4>Job Info</h4>

<ul class=""job-desc-wrapper lobby-booth-job"">
    <li class=""job-desc""><i class=""material-icons"" aria-hidden=""true"">location_on</i> <span>Location:</span> <span></span></li>
    <li class=""job-desc""><i class=""material-icons"" aria-hidden=""true"">access_time</i> <span>Job Type:</span> <span></span></li>
    <li class=""job-desc""><i class=""material-icons"" aria-hidden=""true"">business</i> <span>Company:</span> <span></span></li>
    <li class=""job-desc""><i class=""material-icons"" aria-hidden=""true"">open_in_new</i> <a href=""javascript:;"">View Full Size</a></li>
</ul>{code}

*TODO* 

1. *Optional:* Remove _aria-hidden=""true""_ when used with _display: none;_. Both _aria-hidden=""true""_ and _display: none_ do the same thing, so if you need to hide an element from both disabled and non-disabled users, you need only use _display: none_.

2. Change _div_ and _span_ to a proper list element. 

3. Remove extraneous _tabindex=""0""_ elements. 

4. Add a visual label next to each item. Location, Job Type, etc. It needs to be clear what each of these list items are, which may not be conveyed by the values listed here.
",Verify that all required updates are made. Test with screen readers and keyboard and revisit at later date to make further improvements.,https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YLOBBY005.png,,"""HE_Lobby"", ""S4_Low"", ""Effort_Difficult"", ""Specialist_Support""",Critical,Fail,Product Support,Failed in Preview,,,0
A11YLOBBY008,2.1.1: Keyboard,A,Accessible by keyboard only,https://www.w3.org/WAI/WCAG22/Understanding/keyboard,https://app.brazenconnect.com/app/events/lxZJn/lobby/?isPreview=true#!lobby;eventCode=lxZJn,Modal (Dialog) Window Not Fully Accessible,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS","Modal (Dialog) windows, specifically the one I am greeted by upon first entering the Lobby when it is enabled via the admin, have the following issues. This could be a potential global issue if other models are used within the application. 

h2.Close Button

The close button requires the following simply updates to comply: 

*Before*

{code}<button type=""button"" class=""close"" data-dismiss=""modal"" aria-hidden=""true"" tabindex=""-1"">×</button>{code}

*After* 

{code}<button type=""button"" class=""close"" data-dismiss=""modal"" aria-label=""Close"">×</button>{code}

*TODO* 

1. Remove _aria-hidden=""true""_.

2. Remove _tabindex=""-1""_.

3. Give button an accessible name by adding _aria-label=""Close""_.

h2.Escape Key

Please ensure that keyboard users could dismiss the modal via the Escape key, which currently does not work. 

h2.Unnecessary Tabindex

Once again, we have tabindexs where they should not be, creating unnecessary and extraneous tabbing. The more we use tabindex unnecessarily, the harder it is to use the interface if your only means of access is through a keyboard. 

*Before*

{code}<div class=""modal-body"" id=""gwt-uid-4"" tabindex=""0""> ... </div>{code}

*After* 

{code}<div class=""modal-body"" id=""gwt-uid-4""> ... </div>{code}

*TODO*

1. Remove _tabindex=""0""_.",Verify that modal operates as it should and can be dismissed via escape key and that close button can also be operated and has an accName.,"https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YLOBBY008-1.png 

https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YLOBBY008-2.png ",,"""HE_Lobby"", ""S4_Low"", ""Effort_Difficult"", ""Issue_Dialog"", ""Specialist_Support""",Critical,Fail,Product Support,Failed in Preview,,,0
A11YLOBBY009,2.1.1: Keyboard,A,Accessible by keyboard only,https://www.w3.org/WAI/WCAG22/Understanding/keyboard,https://app.brazenconnect.com/app/events/LrqwkhD#!booth;eventCode=LrqwkhD;boothCode=content-only ,"""Leave a Note"" and Global Dialogs Require Improvement","Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS","When ""Leave a Note"" is pressed, I am presented with a modal to enter content (Thanks for your Interest). There are a few issues here that we need to remedy: 

The modal does not have an accessible name. While it is using _aria-describedby_ to point to a description, this is not the same thing and extremely verbose I might add, and so the modal should include a more concise name to easily describe it to users. We can do this with _aria-label_ or better, we can apply an ID to the heading and point to that using _aria-labelledby_, which is not only great for accessibility but internationalization, as well. For example: 

{code}<div role=""dialog"" aria-labelledby=""hdr-ID"">

    <h1 id=""hdr-ID"">Thank you for your Interest</h1>

    …

</div>{code} 

*TODO*

1. Remove _aria-describedby_. A description is not necessary here. Often, this points to extremely verbose sections of content, the content itself, which is not necessary for a screen reader user to hear.

2. Please make the _h4_ an _h1_ element. All the other content on the page is _inert_ when dialog is active, so this should be the primary heading now. At times, this may be flagged as an issue, but it should be okay to do. Adjust styling as needed. 

3. Ensure that dialog can be dismissed using the Escape key. 

4. When dialog is dismissed, focus needs to be managed and placed _back_ on the element that initiated it. In this case, the ""Leave a Note"" button.

*Note:* This is a common issue with dialogs across the application, so while the auditor may not cite every single instance here, we still need to make sure that what we are addressing here, is addressed elsewhere across the application.

In addition to the issue with the modal itself, the content of the dialog has the following issues: 

1. The _textarea_ is missing a visible and programmatically associated label.

2. After hitting ""Send"", focus appears to be lost, and the user needs to tab through the entire interface again. As when we hit the escape key or ""Close"" button, focus should be managed here and placed back on the element that initiated the dialog (Leave a Note).","Verify that dialog is now has proper markup in place, focus is managed where needed, and component can be used properly with keyboard.",https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YLOBBY009.png,,"""HE_Lobby"", ""S4_Low"", ""Effort_Difficult"", ""Issue_Dialog"", ""Specialist_Support""",Critical,Fail,Product Support,Failed in Preview,,,0
A11YLOBBY010,1.3.3: Sensory Characteristics,A,"Use more than one sense for instructions. Instructions do not rely upon shape, size, visual location or audio",https://www.w3.org/WAI/WCAG22/Understanding/sensory-characteristics,https://app.brazenconnect.com/app/events/LrqwkhD#!lobby;eventCode=LrqwkhD (Session Only),Icon Used to Stand-in for Actual Text,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS","On the Lobby homepage, there is a welcome greeting with several list items. On the list item with a ""Settings"" icon, we need to include the word, ""settings"". We may keep the icon, but it should not be standing in for a word in a sentence. Please replace. 

*Before*

As a Webinar Host, enter the booth to enable your camera and click [ICON] to start, record and to end the webinar.

*After*

As a Webinar Host, enter the booth to enable your camera and click the ""Settings"" icon [ICON] to start, record and to end the webinar.",Verify that text has been properly updated.,"https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YLOBBY010.png",,"""HE_Lobby"", ""S4_Low"", ""Effort_Easy""",Critical,Fail,Product Support,Failed in Preview,,,0
A11YLOBBY011,2.1.1: Keyboard,A,Accessible by keyboard only,https://www.w3.org/WAI/WCAG22/Understanding/keyboard,https://app.brazenconnect.com/app/events/LrqwkhD/identify-peer-group#!booth;eventCode=LrqwkhD;boothCode=content-only,Single Tab Interface Found,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS","When a single, interactive tab is present on the page, we should not include the tab at all. Since there are no other tabs on the page, it is not necessary to include and only serves to cause confusion for keyboard and assistive technology users. If it can be removed, then let’s do it. If nothing else and perhaps as a temporary solution, if a single tab is present, you can add _tabindex=""-1""_ and aria-hidden=""true""_ to it but will need to investigate this possibility further. ",Verify that no tabs or tab related components exist or that tab element is properly hidden if a single tab is present.,"https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YLOBBY011.png",,"""HE_Lobby"", ""S4_Low"", ""Effort_Medium"", ""Specialist_Support""",Critical,Fail,Product Support,Failed in Preview,,,0
A11YLOBBY012,1.4.1: Use of Color,A,Don’t use presentation that relies solely on colour,https://www.w3.org/WAI/WCAG22/Understanding/use-of-color,https://app.brazenconnect.com/app/events/LrqwkhD#!booth;eventCode=LrqwkhD;boothCode=text-chat,Color Used to Describe Element,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS","In various Lobby ""Home"" tabs, the following default text is present:

_Ready to chat? Click the green button above when the chat is live. You'll be automatically connected when someone is available._

We cannot rely on using color to describe elements on the page because users who are colorblind will not be able make out these elements. This text appears to be default in the admin and while we can change it manually, it would be best to update this default text to use other characteristics. For example: 

_Ready to chat? Click the ""Chat"" button above when the event is live. You'll be automatically connected when someone is available_.",Verify that default content has been updated in the admin tool.,"https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YLOBBY012.png
",,"""HE_Lobby"", ""S4_Low"", ""Effort_Easy""",Critical,Fail,Product Support,Failed in Preview,,,0
"A11YREPPROFILE001",3.3.2: Labels or Instructions,A,Label elements and give instructions,https://www.w3.org/WAI/WCAG22/Understanding/labels-or-instructions,"https://app.brazenconnect.com/app/events/LrqwkhD#!repProfile;eventCode=LrqwkhD;profileEditMode=true",Form Fields Missing Accessible Name,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS","In the ""Rep Profile"" form, there are a few inputs that are missing an accessible name. Please ensure that all fields can be understood by assistive technology by including a _for_ attribute on each label that targets its corresponding field. The three notable fields missing labels are:

* Summary
* State
* Country

",Verify that all form fields now have an accName.,"https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YREPPROFILE001.png",,"""HE_RepProfile"", ""S4_Low"", ""Effort_Easy"", ""Issue_accName""",Critical,Fail,Product Support,Failed in Preview,,,0
A11YSCHEDULE001 ,2.1.1: Keyboard,A,Accessible by keyboard only,https://www.w3.org/WAI/WCAG22/Understanding/keyboard,https://app.brazenconnect.com/app/events/LrqwkhD#!lobby;eventCode=LrqwkhD,Manage Button Not Keyboard Accessible,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS","The Lobby card, ""Your Schedule"", includes a button called ""Manage"" which is not accessible to keyboard users due to _tabindex=""-1"" and not accessible to assistive technology users due _aria-hidden=""true""_. Please remove these.

*Before* 

{code}<button type=""button"" class=""btn btn-xs btn-primary"" tabindex=""-1"" aria-hidden=""true"">Manage</button>{code}

*After* 

{code}<button type=""button"" class=""btn btn-xs btn-primary"">Manage</button>{code}",Verify that extraneous _tabindex_ is removed and that the element can now receive focus when tabbing.,https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YSCHEDULE001.png,,"""HE_Schedule"", ""S4_Low"", ""Effort_Easy"", ""Issue_Tabindex""",Critical,Fail,Product Support,Failed in Preview,,,0
